,Unnamed: 0,date_stolen,frame_colors,frame_model,id,is_stock_img,large_img,manufacturer_name,serial,stolen,stolen_location,thumb,title,year,stolen_zipcode,year_stolen
33,33,2018-11-03 17:00:00,['Blue'],Cross-Check,462239,False,https://files.bikeindex.org/uploads/Pu/140320/large_IMG_9528.JPG,Surly,YS-PC20270,True,"San Francisco,CA,94105",https://files.bikeindex.org/uploads/Pu/140320/small_IMG_9528.JPG,2014 Surly Cross-Check,2014.0,94105,2018
39,39,2018-11-03 09:00:00,"['Red', 'Silver, gray or bare metal']",OCR 3,461486,False,https://files.bikeindex.org/uploads/Pu/140180/large_7B0FA35C-EE40-4556-82F5-22AD9001FA0B.jpeg,Giant,absent,True,"San Francisco,CA,94114",https://files.bikeindex.org/uploads/Pu/140180/small_7B0FA35C-EE40-4556-82F5-22AD9001FA0B.jpeg,2007 Giant OCR 3,2007.0,94114,2018
40,40,2018-11-03 09:00:00,"['Silver, gray or bare metal']",Thin 7,461723,False,https://files.bikeindex.org/uploads/Pu/140253/large_IMG_20170824_081301.jpg,Sondors,MT17004959,True,"Berkeley,CA,94704",https://files.bikeindex.org/uploads/Pu/140253/small_IMG_20170824_081301.jpg,Sondors Thin 7,,94704,2018
41,41,2018-11-03 05:00:00,['Black'],N/a,461764,False,https://files.bikeindex.org/uploads/Pu/140264/large_alice.png,Not visible on bike,absent,True,"San Francisco,CA,94110",https://files.bikeindex.org/uploads/Pu/140264/small_alice.png,Not visible on bike N/a,,94110,2018
42,42,2018-11-03 15:24:15,['White'],Lightweight 6061 Aluminum Frame,460962,False,,SXL,absent,True,"Los Angeles,CA,90007",,2018 SXL Lightweight 6061 Aluminum Frame,2018.0,90007,2018
47,47,2018-11-02 23:00:00,"['Silver, gray or bare metal']",Mountain ,462623,False,,Genesis,no number,True,"Chico,CA,95973",,Genesis Mountain,,95973,2018
48,48,2018-11-02 21:00:44,"['Silver, gray or bare metal']",Cadent 1,460772,False,https://files.bikeindex.org/uploads/Pu/140095/large_IMG_3432.JPG,Raleigh,u149k14722,True,"San Francisco,CA,94103",https://files.bikeindex.org/uploads/Pu/140095/small_IMG_3432.JPG,2015 Raleigh Cadent 1,2015.0,94103,2018
49,49,2018-11-02 21:00:00,"['Silver, gray or bare metal']",Bike DB APEX,460776,False,https://files.bikeindex.org/uploads/Pu/140096/large_390CE60F-888D-4C89-BB06-6D1BBD7AC735.jpeg,Diamondback,DAA16F000473,True,"San Diego,CA,92109",https://files.bikeindex.org/uploads/Pu/140096/small_390CE60F-888D-4C89-BB06-6D1BBD7AC735.jpeg,2016 Diamondback Bike DB APEX,2016.0,92109,2018
56,56,2018-11-02 18:56:45,"['Blue', 'Blue']","19"" frame size kent bayside. ",460699,False,,Kent,GS72696,True,"Santa Ana,CA,92705",,"Kent 19"" frame size kent bayside.",,92705,2018
69,69,2018-11-02 04:00:00,['Black'],Volare,69412,False,https://files.bikeindex.org/uploads/Pu/46648/large_ebike.jpg,Schwinn,SNMNG 14C37721,True,"San Francisco,CA,94118",https://files.bikeindex.org/uploads/Pu/46648/small_ebike.jpg,2014 Schwinn Volare,2014.0,94118,2018
71,71,2018-11-02 04:00:00,"['Silver, gray or bare metal']",Galaxy SC2,460313,False,,Mercier,L140801806,True,"San Francisco,CA,94105",,Mercier Galaxy SC2,,94105,2018
72,72,2018-11-02 04:00:00,['Black'],Roadster Classic,460592,False,https://files.bikeindex.org/uploads/Pu/140080/large_IMG_5427.jpg,Linus,absent,True,"Santa Monica,CA,90405",https://files.bikeindex.org/uploads/Pu/140080/small_IMG_5427.jpg,2017 Linus Roadster Classic,2017.0,90405,2018
73,73,2018-11-02 03:40:19,['Black'],,460184,False,,Vitus,J123300599,True,"Los Angeles,CA,90007",,Vitus,,90007,2018
78,78,2018-11-01 18:29:28,['Teal'],C Sport 4,459879,False,,Bianchi,WBK838284M,True,"San Francisco,CA,94107",,2018 Bianchi C Sport 4,2018.0,94107,2018
93,93,2018-10-31 23:00:00,"['Silver, gray or bare metal']",Prime,459238,False,https://files.bikeindex.org/uploads/Pu/139971/large_IMG_20181031_161238_556.jpg,Zycle Fix,14TM1247087,True,"Los Angeles,CA,90011",https://files.bikeindex.org/uploads/Pu/139971/small_IMG_20181031_161238_556.jpg,2015 Zycle Fix Prime,2015.0,90011,2018
97,97,2018-10-31 19:00:00,['Black'],Spark 920,109049,False,https://files.bikeindex.org/uploads/Pu/139955/large_2086BA52-2E52-4DF7-9CDC-850B29A68466.jpeg,SCOTT,STM15D29S12070151C,True,"Carmel Highlands,CA,93293",https://files.bikeindex.org/uploads/Pu/139955/small_2086BA52-2E52-4DF7-9CDC-850B29A68466.jpeg,2014 SCOTT Spark 920,2014.0,93293,2018
98,98,2018-10-31 18:32:40,"['Black', 'Red']",Inizio,459045,False,https://files.bikeindex.org/uploads/Pu/139949/large_IMG_4541.JPG,Masi,absent,True,"Oakland,CA,94612 ",https://files.bikeindex.org/uploads/Pu/139949/small_IMG_4541.JPG,2018 Masi Inizio,2018.0,94612,2018
133,133,2018-11-03 17:00:00,['Blue'],Cross-Check,462239,False,https://files.bikeindex.org/uploads/Pu/140320/large_IMG_9528.JPG,Surly,YS-PC20270,True,"San Francisco,CA,94105",https://files.bikeindex.org/uploads/Pu/140320/small_IMG_9528.JPG,2014 Surly Cross-Check,2014.0,94105,2018
139,139,2018-11-03 09:00:00,"['Red', 'Silver, gray or bare metal']",OCR 3,461486,False,https://files.bikeindex.org/uploads/Pu/140180/large_7B0FA35C-EE40-4556-82F5-22AD9001FA0B.jpeg,Giant,absent,True,"San Francisco,CA,94114",https://files.bikeindex.org/uploads/Pu/140180/small_7B0FA35C-EE40-4556-82F5-22AD9001FA0B.jpeg,2007 Giant OCR 3,2007.0,94114,2018
140,140,2018-11-03 09:00:00,"['Silver, gray or bare metal']",Thin 7,461723,False,https://files.bikeindex.org/uploads/Pu/140253/large_IMG_20170824_081301.jpg,Sondors,MT17004959,True,"Berkeley,CA,94704",https://files.bikeindex.org/uploads/Pu/140253/small_IMG_20170824_081301.jpg,Sondors Thin 7,,94704,2018
141,141,2018-11-03 05:00:00,['Black'],N/a,461764,False,https://files.bikeindex.org/uploads/Pu/140264/large_alice.png,Not visible on bike,absent,True,"San Francisco,CA,94110",https://files.bikeindex.org/uploads/Pu/140264/small_alice.png,Not visible on bike N/a,,94110,2018
142,142,2018-11-03 15:24:15,['White'],Lightweight 6061 Aluminum Frame,460962,False,,SXL,absent,True,"Los Angeles,CA,90007",,2018 SXL Lightweight 6061 Aluminum Frame,2018.0,90007,2018
147,147,2018-11-02 23:00:00,"['Silver, gray or bare metal']",Mountain ,462623,False,,Genesis,no number,True,"Chico,CA,95973",,Genesis Mountain,,95973,2018
148,148,2018-11-02 21:00:44,"['Silver, gray or bare metal']",Cadent 1,460772,False,https://files.bikeindex.org/uploads/Pu/140095/large_IMG_3432.JPG,Raleigh,u149k14722,True,"San Francisco,CA,94103",https://files.bikeindex.org/uploads/Pu/140095/small_IMG_3432.JPG,2015 Raleigh Cadent 1,2015.0,94103,2018
150,150,2018-11-02 21:00:00,"['Silver, gray or bare metal']",Bike DB APEX,460776,False,https://files.bikeindex.org/uploads/Pu/140096/large_390CE60F-888D-4C89-BB06-6D1BBD7AC735.jpeg,Diamondback,DAA16F000473,True,"San Diego,CA,92109",https://files.bikeindex.org/uploads/Pu/140096/small_390CE60F-888D-4C89-BB06-6D1BBD7AC735.jpeg,2016 Diamondback Bike DB APEX,2016.0,92109,2018
156,156,2018-11-02 18:56:45,"['Blue', 'Blue']","19"" frame size kent bayside. ",460699,False,,Kent,GS72696,True,"Santa Ana,CA,92705",,"Kent 19"" frame size kent bayside.",,92705,2018
169,169,2018-11-02 04:00:00,['Black'],Volare,69412,False,https://files.bikeindex.org/uploads/Pu/46648/large_ebike.jpg,Schwinn,SNMNG 14C37721,True,"San Francisco,CA,94118",https://files.bikeindex.org/uploads/Pu/46648/small_ebike.jpg,2014 Schwinn Volare,2014.0,94118,2018
170,170,2018-11-02 04:00:00,['Black'],Roadster Classic,460592,False,https://files.bikeindex.org/uploads/Pu/140080/large_IMG_5427.jpg,Linus,absent,True,"Santa Monica,CA,90405",https://files.bikeindex.org/uploads/Pu/140080/small_IMG_5427.jpg,2017 Linus Roadster Classic,2017.0,90405,2018
171,171,2018-11-02 04:00:00,"['Silver, gray or bare metal']",Galaxy SC2,460313,False,,Mercier,L140801806,True,"San Francisco,CA,94105",,Mercier Galaxy SC2,,94105,2018
173,173,2018-11-02 03:40:19,['Black'],,460184,False,,Vitus,J123300599,True,"Los Angeles,CA,90007",,Vitus,,90007,2018
178,178,2018-11-01 18:29:28,['Teal'],C Sport 4,459879,False,,Bianchi,WBK838284M,True,"San Francisco,CA,94107",,2018 Bianchi C Sport 4,2018.0,94107,2018
191,191,2018-10-31 23:00:00,"['Silver, gray or bare metal']",Prime,459238,False,https://files.bikeindex.org/uploads/Pu/139971/large_IMG_20181031_161238_556.jpg,Zycle Fix,14TM1247087,True,"Los Angeles,CA,90011",https://files.bikeindex.org/uploads/Pu/139971/small_IMG_20181031_161238_556.jpg,2015 Zycle Fix Prime,2015.0,90011,2018
197,197,2018-10-31 19:00:00,['Black'],Spark 920,109049,False,https://files.bikeindex.org/uploads/Pu/139955/large_2086BA52-2E52-4DF7-9CDC-850B29A68466.jpeg,SCOTT,STM15D29S12070151C,True,"Carmel Highlands,CA,93293",https://files.bikeindex.org/uploads/Pu/139955/small_2086BA52-2E52-4DF7-9CDC-850B29A68466.jpeg,2014 SCOTT Spark 920,2014.0,93293,2018
198,198,2018-10-31 18:32:40,"['Black', 'Red']",Inizio,459045,False,https://files.bikeindex.org/uploads/Pu/139949/large_IMG_4541.JPG,Masi,absent,True,"Oakland,CA,94612 ",https://files.bikeindex.org/uploads/Pu/139949/small_IMG_4541.JPG,2018 Masi Inizio,2018.0,94612,2018
202,202,2018-10-31 11:02:00,"['Black', 'Red']",429 X01 Mach ,462178,False,https://files.bikeindex.org/uploads/Pu/140284/large_B434B8C1-BA4A-4438-85D0-F37269FE6114.jpeg,Pivot,140767943687,True,"Carmel,CA,93923",https://files.bikeindex.org/uploads/Pu/140284/small_B434B8C1-BA4A-4438-85D0-F37269FE6114.jpeg,2015 Pivot 429 X01 Mach,2015.0,93923,2018
204,204,2018-10-31 06:29:22,['Green'],Flite F95,458650,False,,Felt,S28501883,True,"Dublin,CA,94568",,2012 Felt Flite F95,2012.0,94568,2018
207,207,2018-10-31 04:00:00,['Black'],FX-1,459044,False,,Trek,WTU297C1592M,True,"Long Beach,CA,90815",,2018 Trek FX-1,2018.0,90815,2018
208,208,2018-10-31 02:00:00,['Black'],Quick,458649,False,,Cannondale,absent,True,"Torrance,CA,90503",,2016 Cannondale Quick,2016.0,90503,2018
209,209,2018-10-31 01:00:00,"['Black', 'Red', 'White']",Allez Comp Apex Mid-Compact,458476,False,https://files.bikeindex.org/uploads/Pu/139886/large_Screen_Shot_2018-10-30_at_6.54.18_PM.png,Specialized,WSBC602351302F,True,"San Francisco,CA,94111",https://files.bikeindex.org/uploads/Pu/139886/small_Screen_Shot_2018-10-30_at_6.54.18_PM.png,2011 Specialized Allez Comp Apex Mid-Compact,2011.0,94111,2018
222,222,2018-10-30 19:00:00,['Red'],Bowery,458454,False,https://files.bikeindex.org/uploads/Pu/139872/large_5B8C5CA2-0DE0-4D9E-968B-2F14D77A67C3.jpeg,Giant,GJ886968,True,"Palo Alto,CA,94301",https://files.bikeindex.org/uploads/Pu/139872/small_5B8C5CA2-0DE0-4D9E-968B-2F14D77A67C3.jpeg,2009 Giant Bowery,2009.0,94301,2018
230,230,2018-10-30 15:00:00,['Blue'],Space Horse,458136,False,https://files.bikeindex.org/uploads/Pu/139827/large_spacehorsestockphoto.jpg,All City,absent,True,"San Francisco,CA,94110",https://files.bikeindex.org/uploads/Pu/139827/small_spacehorsestockphoto.jpg,All City Space Horse,,94110,2018
234,234,2018-10-30 13:00:00,['Yellow or Gold'],56598P7,458082,False,https://files.bikeindex.org/uploads/Pu/139817/large_20180919_150037.jpg,Huffy,17818 Y,True,"San Francisco,CA,94134",https://files.bikeindex.org/uploads/Pu/139817/small_20180919_150037.jpg,Huffy 56598P7,,94134,2018
241,241,2018-10-30 03:30:58,['Black'],Allez Elite,457729,False,https://files.bikeindex.org/uploads/Pu/139801/large_IMG_3630.jpg,Specialized,WSBC606004177N,True,"San Francisco,CA,94115-3992",https://files.bikeindex.org/uploads/Pu/139801/small_IMG_3630.jpg,2018 Specialized Allez Elite,2018.0,94115,2018
250,250,2018-10-29 20:00:00,['Black'],R330,457716,False,https://files.bikeindex.org/uploads/Pu/139798/large_IMG_0146.jpg,Scattante,absent,True,"San Francisco,CA,94111",https://files.bikeindex.org/uploads/Pu/139798/small_IMG_0146.jpg,2010 Scattante R330,2010.0,94111,2018
256,256,2018-10-29 17:00:00,['Black'],Feather,457362,False,,Fuji,tz17jy2537,True,"San Francisco,CA,94107",,2018 Fuji Feather,2018.0,94107,2018
264,264,2018-10-29 14:30:00,"['Black', 'Blue']",820,457501,False,https://files.bikeindex.org/uploads/Pu/139759/large_Trek_820_2019.png,Trek,WTU126LK0278N,True,"San Diego,CA,92122",https://files.bikeindex.org/uploads/Pu/139759/small_Trek_820_2019.png,2019 Trek 820,2019.0,92122,2018
268,268,2018-10-29 10:00:00,['Yellow or Gold'],Roubaix Triple,457680,True,https://bikebook.s3.amazonaws.com/uploads/Fr/4967/9083-56_l.jpg,Specialized,WUD70608172B,True,"Oakland,CA,94609",https://bikebook.s3.amazonaws.com/uploads/Fr/4967/small_9083-56_l.jpg,2008 Specialized Roubaix Triple,2008.0,94609,2018
272,272,2018-10-29 04:00:00,"['Blue', 'Yellow or Gold']",Super V,456932,False,,Cannondale,SuperV Navy Blue yelow letters (logo ) full air sysension ,True,"Beverly Hills,CA,90210",,1999 Cannondale Super V,1999.0,90210,2018
273,273,2018-10-29 04:00:00,['Blue'],Cortina,460237,False,,Bianchi,LX65913471,True,"Santa Monica,CA,90404",,Bianchi Cortina,,90404,2018
279,279,2018-10-28 22:22:00,['Red'],FLITE 223,457522,False,https://files.bikeindex.org/uploads/Pu/139765/large_stevebike.JPG,KHS Bicycles,B13N00193,True,"San Francisco,94118",https://files.bikeindex.org/uploads/Pu/139765/small_stevebike.JPG,2014 KHS Bicycles FLITE 223,2014.0,94118,2018
287,287,2018-10-28 02:15:31,['Black'],Bad Boy,456048,True,https://bikebook.s3.amazonaws.com/uploads/Fr/9538/3017_sourceImage_5.jpg,Cannondale,absent,True,"San Francisco,94133",https://bikebook.s3.amazonaws.com/uploads/Fr/9538/small_3017_sourceImage_5.jpg,2010 Cannondale Bad Boy,2010.0,94133,2018
294,294,2018-10-27 18:00:00,['Black'],P3,456186,False,https://files.bikeindex.org/uploads/Pu/139609/large_MY_BIKE.jpg,Specialized,WSBC602030449N,True,"San Jose,CA,95129",https://files.bikeindex.org/uploads/Pu/139609/small_MY_BIKE.jpg,2018 Specialized P3,2018.0,95129,2018
298,298,2018-10-27 14:30:00,['Black'],Urbanxcape,456187,False,,KHS Bicycles,017L00105,True,"Santa Rosa,CA,95401",,2018 KHS Bicycles Urbanxcape,2018.0,95401,2018
304,304,2018-10-27 09:00:00,['Blue'],Searcher,455489,False,,Schwinn,absent,True,"Fullerton,CA,92832",,2010 Schwinn Searcher,2010.0,92832,2018
305,305,2018-10-27 08:00:00,"['Black', 'Green']",Pitch expert 27.5,458409,False,https://files.bikeindex.org/uploads/Pu/139870/large_image.jpg,Specialized,WSBC920504815P,True,"San Francisco,CA,94115",https://files.bikeindex.org/uploads/Pu/139870/small_image.jpg,2019 Specialized Pitch expert 27.5,2019.0,94115,2018
306,306,2018-10-27 08:00:00,['Black'],Navigator 2.0 WSD,457654,False,https://files.bikeindex.org/uploads/Pu/139785/large_Screen_Shot_2018-10-29_at_6.23.56_PM.png,Trek,absent,True,"Sherman Oaks,CA,91423",https://files.bikeindex.org/uploads/Pu/139785/small_Screen_Shot_2018-10-29_at_6.23.56_PM.png,Trek Navigator 2.0 WSD,,91423,2018
308,308,2018-10-27 04:00:00,"['Black', 'Yellow or Gold']",Gran Fondo Classico 1.3,455746,False,https://files.bikeindex.org/uploads/Pu/139521/large_IMG_20180204_124800.jpg,Fuji,WBD214L01320,True,"San Francisco,CA,94102",https://files.bikeindex.org/uploads/Pu/139521/small_IMG_20180204_124800.jpg,2018 Fuji Gran Fondo Classico 1.3,2018.0,94102,2018
309,309,2018-10-27 03:00:00,"['Silver, gray or bare metal']",Kilo WT,455403,False,https://files.bikeindex.org/uploads/Pu/139504/large_7183EB8F-A747-4A9F-9C89-B896F1F2001A.jpeg,Mercier,absent,True,"San Francisco,CA,94103",https://files.bikeindex.org/uploads/Pu/139504/small_7183EB8F-A747-4A9F-9C89-B896F1F2001A.jpeg,Mercier Kilo WT,,94103,2018
312,312,2018-10-27 01:30:00,"['Blue', 'Black']",Rush Carbon,459041,False,https://files.bikeindex.org/uploads/Pu/139946/large_00000IMG_00000_BURST20180901201948482_COVER.jpg,Cannondale,absent,True,"Cambbell,CA,95008",https://files.bikeindex.org/uploads/Pu/139946/small_00000IMG_00000_BURST20180901201948482_COVER.jpg,2013 Cannondale Rush Carbon,2013.0,95008,2018
313,313,2018-10-27 00:06:06,['Black'],Enduro Sworks 650b,455181,False,,Specialized,Wsbc613002505m,True,"Lake Forest,CA,92630",,2017 Specialized Enduro Sworks 650b,2017.0,92630,2018
314,314,2018-10-26 23:18:00,"['Teal', 'Black', 'Silver, gray or bare metal']",FX 2 Women's Disc,407229,False,https://files.bikeindex.org/uploads/Pu/139477/large_IMG-4271.JPG,Trek,WTU 152 C 1135 N,True,"Emeryville,CA,94608",https://files.bikeindex.org/uploads/Pu/139477/small_IMG-4271.JPG,2019 Trek FX 2 Women's Disc,2019.0,94608,2018
315,315,2018-10-26 23:00:00,"['Black', 'Red']",Cross Comp,459479,False,https://files.bikeindex.org/uploads/Pu/139985/large_Fuji_Bike.jpg,Fuji,absent,True,"San Francisco,CA,94109",https://files.bikeindex.org/uploads/Pu/139985/small_Fuji_Bike.jpg,2009 Fuji Cross Comp,2009.0,94109,2018
316,316,2018-10-26 22:00:00,"['Silver, gray or bare metal']",Sirrus Sport,456508,False,,Sirrus,WSBC602111595K,True,"Palo Alto,CA,94306",,2016 Sirrus Sirrus Sport,2016.0,94306,2018
321,321,2018-10-26 18:00:00,['White'],CAAD8,454995,False,https://files.bikeindex.org/uploads/Pu/139454/large_eric-tecza_bike.png,Cannondale,XM8368,True,"San,CA,94131",https://files.bikeindex.org/uploads/Pu/139454/small_eric-tecza_bike.png,2011 Cannondale CAAD8,2011.0,94131,2018
328,328,2018-10-26 14:55:28,"['Silver, gray or bare metal']",BS575,454844,False,,Sirrus,BS575,True,"Davis,CA,95618",,2018 Sirrus BS575,2018.0,95618,2018
334,334,2018-10-26 07:00:00,['Black'],1.5 (Compact),455831,False,,Trek,WTU250C1358F,True,"San Jose,CA,95134",,Trek 1.5 (Compact),,95134,2018
340,340,2018-10-25 23:00:00,['Blue'],Allez,457518,False,https://files.bikeindex.org/uploads/Pu/139761/large_IMG_2626.JPG,Specialized,WSBC606029348N,True,"Los Angeles,CA,90014",https://files.bikeindex.org/uploads/Pu/139761/small_IMG_2626.JPG,2018 Specialized Allez,2018.0,90014,2018
341,341,2018-10-25 22:00:00,"['Silver, gray or bare metal']",Larkspur,454285,False,https://files.bikeindex.org/uploads/Pu/139377/large_IMG_0428.JPG,Marin Bikes,wsbc602029270k,True,"Santa Rosa,CA,95404",https://files.bikeindex.org/uploads/Pu/139377/small_IMG_0428.JPG,2018 Marin Bikes Larkspur,2018.0,95404,2018
344,344,2018-10-25 21:00:00,['Black'],Defy 1,454253,True,https://bikebook.s3.amazonaws.com/uploads/Fr/7698/Defy_1_compact.jpg,Giant,absent,True,"San Francisco,CA,94111",https://bikebook.s3.amazonaws.com/uploads/Fr/7698/small_Defy_1_compact.jpg,2012 Giant Defy 1,2012.0,94111,2018
345,345,2018-10-25 20:30:00,['Blue'],Insight,454390,False,https://files.bikeindex.org/uploads/Pu/139408/large_Bike.jpg,Diamondback,DAU15A004235,True,"Santa Clara,CA,95051",https://files.bikeindex.org/uploads/Pu/139408/small_Bike.jpg,2014 Diamondback Insight,2014.0,95051,2018
351,351,2018-10-25 15:00:00,['White'],Synapse 5 105,454630,False,https://files.bikeindex.org/uploads/Pu/139427/large_20130803_193233.jpg,Cannondale,LM32941,True,"San Francisco,CA,94109",https://files.bikeindex.org/uploads/Pu/139427/small_20130803_193233.jpg,2013 Cannondale Synapse 5 105,2013.0,94109,2018
352,352,2018-10-25 15:00:00,['Black'],ROUBAIX COMP 58cm,454126,False,https://files.bikeindex.org/uploads/Pu/139428/large_specialized-roubaix-comp-306074-1.jpg,Specialized,WSBC604310841N,True,"San Francisco,CA,94109",https://files.bikeindex.org/uploads/Pu/139428/small_specialized-roubaix-comp-306074-1.jpg,2019 Specialized ROUBAIX COMP 58cm,2019.0,94109,2018
354,354,2018-10-25 14:00:00,['Red'],,453963,False,https://files.bikeindex.org/uploads/Pu/139338/large_43706422_514498465733079_6758622431759302656_n.jpg,Felt,F88JK6931,True,"San Francisco,CA,94105",https://files.bikeindex.org/uploads/Pu/139338/small_43706422_514498465733079_6758622431759302656_n.jpg,Felt,,94105,2018
362,362,2018-10-25 08:00:00,"['Black', 'Blue']",Talon 27.5 1,454023,True,https://bikebook.s3.amazonaws.com/uploads/Fr/3461/Talon_27.5_1_red.jpg,Giant,GCH79971,True,"Los Angeles,CA,90029",https://bikebook.s3.amazonaws.com/uploads/Fr/3461/small_Talon_27.5_1_red.jpg,2014 Giant Talon 27.5 1,2014.0,90029,2018
363,363,2018-10-25 06:00:00,"['Black', 'Blue']",,454969,False,https://files.bikeindex.org/uploads/Pu/139451/large_6C227FFA-AE29-4C4D-9303-ABDB6C95EB02.jpeg,b'Twin,absent,True,"Berkeley,CA,94705",https://files.bikeindex.org/uploads/Pu/139451/small_6C227FFA-AE29-4C4D-9303-ABDB6C95EB02.jpeg,2016 b'Twin,2016.0,94705,2018
367,367,2018-10-25 03:00:00,"['Silver, gray or bare metal', 'Black']",Cypress Men's,454530,False,https://files.bikeindex.org/uploads/Pu/139421/large_Giant-Cypress-Dx-Hybrid-Mens-Bike-Blackpool-Area.jpg,Giant,absent,True,"Lomita,CA,90717",https://files.bikeindex.org/uploads/Pu/139421/small_Giant-Cypress-Dx-Hybrid-Mens-Bike-Blackpool-Area.jpg,Giant Cypress Men's,,90717,2018
377,377,2018-10-24 22:00:00,['White'],W's Quick 6,453435,False,,Cannondale,AM33789,True,"Sacramento,CA,95826",,2015 Cannondale W's Quick 6,2015.0,95826,2018
378,378,2018-10-24 22:00:00,"['Silver, gray or bare metal']",Women's FX 2,453454,False,,Trek,wtu122c3910n,True,"Oakland,CA,94610",,2018 Trek Women's FX 2,2018.0,94610,2018
381,381,2018-10-24 20:00:00,['Black'],Alpine Challenge,453397,False,,BMC,IO113ACDXL0269,True,"Sacramento,CA,95826",,2013 BMC Alpine Challenge,2013.0,95826,2018
394,394,2018-10-24 13:00:00,['Yellow or Gold'],Sirrus,453299,False,https://files.bikeindex.org/uploads/Pu/139291/large_IMG-0916.JPG,Specialized,WSBC920119324N,True,"San Francisco,CA,94107",https://files.bikeindex.org/uploads/Pu/139291/small_IMG-0916.JPG,2018 Specialized Sirrus,2018.0,94107,2018
400,400,2018-10-24 05:24:22,"['Silver, gray or bare metal']",Stumpjumper,452879,True,https://bikebook.s3.amazonaws.com/uploads/Fr/5187/5716,Specialized,absent,True,"Van Nuys,CA,91406",https://bikebook.s3.amazonaws.com/uploads/Fr/5187/small_5716,2010 Specialized Stumpjumper,2010.0,91406,2018
401,401,2018-10-24 05:00:00,['Blue'],54cm aluminum frame,452874,False,https://files.bikeindex.org/uploads/Pu/139257/large_IMG_1900.JPG,Diamondback,absent,True,"San Francisco,CA,94114",https://files.bikeindex.org/uploads/Pu/139257/small_IMG_1900.JPG,2017 Diamondback 54cm aluminum frame,2017.0,94114,2018
402,402,2018-10-24 03:00:00,"['White', 'Blue']",Strada,460773,False,,Novara,U188K14163,True,"Oakland,CA,94612",,2014 Novara Strada,2014.0,94612,2018
405,405,2018-10-24 01:53:38,"['Blue', 'White']",UO-8,452753,False,https://files.bikeindex.org/uploads/Pu/139266/large_IMG_20170228_161801450.jpg,Peugeot,2136630,True,"Northridge,CA,91325",https://files.bikeindex.org/uploads/Pu/139266/small_IMG_20170228_161801450.jpg,Peugeot UO-8,,91325,2018
410,410,2018-10-23 23:00:00,['Orange'],Pulse Comp,452650,False,https://files.bikeindex.org/uploads/Pu/139222/large_20181011_021445.jpg,Klein Bikes,K005278,True,"Los,CA,90025",https://files.bikeindex.org/uploads/Pu/139222/small_20181011_021445.jpg,1996 Klein Bikes Pulse Comp,1996.0,90025,2018
411,411,2018-10-23 22:44:18,['Blue'],Gran Fondo 2.1,452633,True,https://bikebook.s3.amazonaws.com/uploads/Fr/6337/2014_FUJI_Gran_Fondo_2.1_SIDE.jpg,Fuji,absent,True,"Hayward,CA,94544",https://bikebook.s3.amazonaws.com/uploads/Fr/6337/small_2014_FUJI_Gran_Fondo_2.1_SIDE.jpg,2014 Fuji Gran Fondo 2.1,2014.0,94544,2018
417,417,2018-10-23 15:19:46,['Black'],Verza  Speed,452370,False,,Felt,302660,True,"San Jose,CA,95124",,2018 Felt Verza Speed,2018.0,95124,2018
425,425,2018-10-23 08:00:00,['Teal'],SIRRUS WOMEN,453222,False,https://files.bikeindex.org/uploads/Pu/139267/large_mybike.jpeg,Specialized,WSBC920274466N,True,"Milpitas,CA,95035",https://files.bikeindex.org/uploads/Pu/139267/small_mybike.jpeg,2018 Specialized SIRRUS WOMEN,2018.0,95035,2018
427,427,2018-10-23 05:36:59,['Black'],,452055,False,https://files.bikeindex.org/uploads/Pu/139138/large_B4B86093-830D-4855-B9F7-B1CF409E467C.jpeg,Mercier,absent,True,"La Habra,CA,90631",https://files.bikeindex.org/uploads/Pu/139138/small_B4B86093-830D-4855-B9F7-B1CF409E467C.jpeg,Mercier,,90631,2018
430,430,2018-10-23 03:00:00,['White'],pro carbon track,452169,False,https://files.bikeindex.org/uploads/Pu/139140/large_A2572024-84EC-40FB-AB6F-2D81A5EE4310.jpeg,Planet X,absent,True,"Oakland,CA,94607",https://files.bikeindex.org/uploads/Pu/139140/small_A2572024-84EC-40FB-AB6F-2D81A5EE4310.jpeg,Planet X pro carbon track,,94607,2018
433,433,2018-10-23 00:01:45,"['Teal', 'Black']",Diamond frame,451854,False,,REI,U176Y11347,True,"Cupertino,CA,95014",,2017 REI Diamond frame,2017.0,95014,2018
434,434,2018-10-27 23:56:28,['Black'],6061-T6 Aluminum,455899,False,https://files.bikeindex.org/uploads/Pu/139527/large_file-1_463_.jpeg,GT Bicycles,absent,True,"Los Angeles,CA,90026",https://files.bikeindex.org/uploads/Pu/139527/small_file-1_463_.jpeg,GT Bicycles 6061-T6 Aluminum,,90026,2018
448,448,2018-10-22 17:00:00,"['Blue', 'Orange', 'Silver, gray or bare metal']",Boy Ranger 24 Mountain Bike,453712,False,https://files.bikeindex.org/uploads/Pu/139322/large_9BCC54D2-158C-43AA-9194-B4F8021B3AEB.jpeg,Schwinn,absent,True,"Inglewood,CA,90301",https://files.bikeindex.org/uploads/Pu/139322/small_9BCC54D2-158C-43AA-9194-B4F8021B3AEB.jpeg,Schwinn Boy Ranger 24 Mountain Bike,,90301,2018
